0,1
0,1
0,2
0,2
0,2
0,2
0,2
0,0
0,0
0,0
0,0
0,0
0,4
0,5
0,5
0,5
0,5
0,5
0,17
0,17
0,19
0,19
0,22
0,22
0,14
0,14
0,14
0,33
1,2
1,5
1,19
2,0
2,2
2,2
2,14
2,43
3,0
3,0
3,5
3,5
3,5
3,2
3,52
3,14
3,85
3,89
5,5
5,5
5,10
5,29
5,2
6,2
7,5
7,0
7,31
8,2
8,2
8,14
8,14
8,10
8,1
8,4
8,5
8,5
8,5
8,5
8,5
8,29
8,29
8,19
8,94
9,5
9,2
9,56
9,31
10,1
10,0
11,10
12,5
12,2
13,0
14,2
14,2
14,14
14,0
14,5
15,14
15,5
16,14
16,14
16,2
18,17
18,0
18,19
18,18
18,29
18,93
18,2
20,5
20,0
21,4
21,67
22,5
22,0
22,0
22,10
22,4
22,82
23,2
23,5
24,14
25,2
26,5
26,2
27,0
27,52
28,14
28,72
29,19
29,2
30,0
31,26
32,4
33,29
34,29
35,5
36,1
37,2
38,5
38,5
38,2
38,2
38,4
38,22
38,0
39,2
40,14
41,14
41,31
41,2
42,5
44,0
45,14
46,5
47,33
47,14
48,14
48,5
48,17
49,4
50,4
51,22
53,0
53,0
54,52
54,4
54,0
55,5
55,2
57,4
58,5
59,0
60,33
61,5
62,1
62,85
63,0
64,14
64,68
65,1
65,14
66,14
69,2
70,52
71,0
73,5
74,0
75,0
76,56
76,2
76,0
77,0
78,5
79,4
79,82
80,2
81,2
81,1
83,10
84,18
84,0
86,19
87,1
88,65
90,4
91,0
92,17
95,5
95,17
96,17
97,43
98,33
99,17
