locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
YGL179C,TOS3,1,350,NE,Nonessential
YGL180W,ATG1,1,350,NE,Nonessential
YGL181W,GTS1,1,350,NE,Nonessential
YGL184C,STR3,1,350,NE,Nonessential
YGL185C,YGL185C,1,350,NE,Nonessential
YGL186C,TPN1,1,350,NE,Nonessential
YGL188C-A,YGL188C-A,1,350,NE,Nonessential
YGL190C,CDC55,1,350,NE,Nonessential
YGL191W,COX13,1,350,NE,Nonessential
YGL192W,IME4,1,350,NE,Nonessential
YGL194C,HOS2,1,350,NE,Nonessential
YGL195W,GCN1,1,350,NE,Nonessential
YGL196W,DSD1,1,350,NE,Nonessential
YGL197W,MDS3,1,350,NE,Nonessential
YGL198W,YIP4,1,350,NE,Nonessential
YGL200C,EMP24,1,350,NE,Nonessential
YGL201C,MCM6,1,350,E,Essential
YGL202W,ARO8,1,350,NE,Nonessential
YGL203C,KEX1,1,350,NE,Nonessential
YGL205W,POX1,1,350,NE,Nonessential
YGL206C,CHC1,1,350,NE,Nonessential
YGL207W,SPT16,1,350,E,Essential
YGL208W,SIP2,1,350,NE,Nonessential
YGL209W,MIG2,1,350,NE,Nonessential
YGL210W,YPT32,1,350,NE,Nonessential
YGL211W,NCS6,1,350,NE,Nonessential
YGL212W,VAM7,1,350,NE,Nonessential
YGL213C,SKI8,2,"350,458","NE,E",Conditional
YGL215W,CLG1,1,350,NE,Nonessential
YGL216W,KIP3,1,350,NE,Nonessential
YGL219C,MDM34,1,350,NE,Nonessential
YGL220W,FRA2,1,350,NE,Nonessential
YGL221C,NIF3,1,350,NE,Nonessential
YGL222C,EDC1,1,350,NE,Nonessential
YGL223C,COG1,1,350,NE,Nonessential
YGL224C,SDT1,1,350,NE,Nonessential
YGL225W,VRG4,1,350,E,Essential
YGL226C-A,OST5,1,350,NE,Nonessential
YGL226W,MTC3,1,350,NE,Nonessential
YGL227W,VID30,1,350,NE,Nonessential
YGL228W,SHE10,1,350,NE,Nonessential
YGL229C,SAP4,1,350,NE,Nonessential
YGL230C,YGL230C,1,350,NE,Nonessential
YGL231C,EMC4,1,350,NE,Nonessential
YGL232W,TAN1,1,350,NE,Nonessential
YGL233W,SEC15,1,350,E,Essential
YGL234W,ADE5,1,350,NE,Nonessential
YGL235W,YGL235W,1,350,NE,Nonessential
YGL236C,MTO1,2,"458,350","E,NE",Conditional
YGL237C,HAP2,1,350,NE,Nonessential
YGL238W,CSE1,1,350,E,Essential
YGL240W,DOC1,1,350,NE,Nonessential
YGL241W,KAP114,1,350,NE,Nonessential
YGL242C,YGL242C,1,350,NE,Nonessential
YGL243W,TAD1,1,350,NE,Nonessential
YGL244W,RTF1,1,350,NE,Nonessential
YGL245W,GUS1,1,350,E,Essential
YGL246C,RAI1,1,350,NE,Nonessential
YGL247W,BRR6,1,350,E,Essential
YGL248W,PDE1,1,350,NE,Nonessential
YGL249W,ZIP2,1,350,NE,Nonessential
YGL250W,RMR1,1,350,NE,Nonessential
YGL251C,HFM1,1,350,NE,Nonessential
YGL252C,RTG2,1,350,NE,Nonessential
YGL253W,HXK2,1,350,NE,Nonessential
YGL254W,FZF1,1,350,NE,Nonessential
YGL255W,ZRT1,1,350,NE,Nonessential
YGL256W,ADH4,1,350,NE,Nonessential
YGL257C,MNT2,1,350,NE,Nonessential
YGL258W,VEL1,1,350,NE,Nonessential
YGL259W,YPS5,1,350,NE,Nonessential
YGL260W,YGL260W,1,350,NE,Nonessential
YGL261C,PAU11,1,350,NE,Nonessential
YGL262W,YGL262W,1,350,NE,Nonessential
YGL263W,COS12,1,350,NE,Nonessential
YGR001C,YGR001C,1,350,NE,Nonessential
YGR002C,SWC4,1,350,E,Essential
YGR003W,CUL3,1,350,NE,Nonessential
YGR004W,PEX31,1,350,NE,Nonessential
YGR005C,TFG2,1,350,E,Essential
YGR006W,PRP18,1,350,NE,Nonessential
YGR007W,ECT1,1,350,NE,Nonessential
YGR008C,STF2,1,350,NE,Nonessential
YGR009C,SEC9,1,350,E,Essential
YGR010W,NMA2,1,350,NE,Nonessential
YGR012W,YGR012W,1,350,NE,Nonessential
YGR013W,SNU71,1,350,E,Essential
YGR014W,MSB2,1,350,NE,Nonessential
YGR015C,YGR015C,1,350,NE,Nonessential
YGR016W,YGR016W,1,350,NE,Nonessential
YGR017W,YGR017W,1,350,NE,Nonessential
YGR019W,UGA1,1,350,NE,Nonessential
YGR020C,VMA7,1,350,NE,Nonessential
YGR021W,YGR021W,1,350,NE,Nonessential
YGR023W,MTL1,1,350,NE,Nonessential
YGR024C,THG1,1,350,E,Essential
YGR026W,YGR026W,1,350,NE,Nonessential
YGR027C,RPS25A,1,350,NE,Nonessential
YGR027W-A,YGR027W-A,1,350,NE,Nonessential
YGR027W-B,YGR027W-B,1,350,NE,Nonessential
YGR028W,MSP1,1,350,NE,Nonessential
YGR029W,ERV1,1,350,E,Essential
YGR030C,POP6,1,350,E,Essential
YGR031W,YGR031W,1,350,NE,Nonessential
YGR032W,GSC2,1,350,NE,Nonessential
YGR033C,TIM21,1,350,NE,Nonessential
YGR034W,RPL26B,1,350,NE,Nonessential
YGR035C,YGR035C,1,350,NE,Nonessential
YGR035W-A,YGR035W-A,1,350,NE,Nonessential
YGR036C,CAX4,1,350,NE,Nonessential
YGR037C,ACB1,1,350,NE,Nonessential
YGR038C-A,YGR038C-A,1,350,NE,Nonessential
YGR038C-B,YGR038C-B,1,350,NE,Nonessential
YGR038W,ORM1,1,350,NE,Nonessential
YGR040W,KSS1,1,350,NE,Nonessential
YGR041W,BUD9,1,350,NE,Nonessential
YGR042W,YGR042W,1,350,NE,Nonessential
YGR043C,NQM1,1,350,NE,Nonessential
YGR044C,RME1,1,350,NE,Nonessential
YGR046W,TAM41,1,350,E,Essential
YGR047C,TFC4,1,350,E,Essential
YGR048W,UFD1,1,350,E,Essential
YGR049W,SCM4,1,350,NE,Nonessential
YGR052W,FMP48,1,350,NE,Nonessential
YGR053C,YGR053C,1,350,NE,Nonessential
YGR054W,YGR054W,1,350,NE,Nonessential
YGR055W,MUP1,1,350,NE,Nonessential
YGR056W,RSC1,1,350,NE,Nonessential
YGR057C,LST7,1,350,NE,Nonessential
YGR058W,PEF1,1,350,NE,Nonessential
YGR059W,SPR3,1,350,NE,Nonessential
YGR060W,ERG25,1,350,E,Essential
YGR061C,ADE6,1,350,NE,Nonessential
YGR062C,COX18,1,350,NE,Nonessential
YGR063C,SPT4,1,350,NE,Nonessential
YGR065C,VHT1,1,350,E,Essential
YGR066C,YGR066C,1,350,NE,Nonessential
YGR067C,YGR067C,1,350,NE,Nonessential
YGR068C,ART5,1,350,NE,Nonessential
YGR070W,ROM1,1,350,NE,Nonessential
YGR071C,YGR071C,1,350,NE,Nonessential
YGR072W,UPF3,1,350,NE,Nonessential
YGR074W,SMD1,1,350,E,Essential
YGR075C,PRP38,1,350,E,Essential
YGR076C,MRPL25,1,350,NE,Nonessential
YGR077C,PEX8,1,350,NE,Nonessential
YGR078C,PAC10,1,350,NE,Nonessential
YGR079W,YGR079W,1,350,NE,Nonessential
YGR080W,TWF1,1,350,NE,Nonessential
YGR081C,SLX9,1,350,NE,Nonessential
YGR082W,TOM20,1,350,E,Essential
YGR083C,GCD2,1,350,E,Essential
YGR084C,MRP13,1,350,NE,Nonessential
YGR085C,RPL11B,1,350,NE,Nonessential
YGR086C,PIL1,1,350,NE,Nonessential
YGR087C,PDC6,1,350,NE,Nonessential
YGR088W,CTT1,1,350,NE,Nonessential
YGR089W,NNF2,1,350,NE,Nonessential
YGR090W,UTP22,1,350,E,Essential
YGR091W,PRP31,1,350,E,Essential
YGR092W,DBF2,1,350,NE,Nonessential
YGR093W,YGR093W,1,350,NE,Nonessential
YGR094W,VAS1,1,350,E,Essential
YGR095C,RRP46,1,350,E,Essential
YGR096W,TPC1,1,350,NE,Nonessential
YGR097W,ASK10,1,350,NE,Nonessential
YGR098C,ESP1,1,350,E,Essential
YGR099W,TEL2,1,350,E,Essential
YGR100W,MDR1,1,350,NE,Nonessential
YGR101W,PCP1,1,350,NE,Nonessential
YGR102C,YGR102C,1,350,NE,Nonessential
YGR103W,NOP7,1,350,E,Essential
YGR104C,SRB5,1,350,NE,Nonessential
YGR105W,VMA21,1,350,NE,Nonessential
YGR106C,VOA1,1,350,NE,Nonessential
YGR108W,CLB1,1,350,NE,Nonessential
YGR109C,CLB6,1,350,NE,Nonessential
YGR109W-A,YGR109W-A,1,350,NE,Nonessential
YGR109W-B,YGR109W-B,1,350,NE,Nonessential
YGR110W,CLD1,1,350,NE,Nonessential
YGR111W,YGR111W,1,350,NE,Nonessential
YGR112W,SHY1,1,350,NE,Nonessential
YGR113W,DAM1,1,350,E,Essential
YGR116W,SPT6,1,350,E,Essential
YGR117C,YGR117C,1,350,NE,Nonessential
YGR118W,RPS23A,1,350,NE,Nonessential
YGR119C,NUP57,1,350,E,Essential
YGR120C,COG2,1,350,E,Essential
YGR121C,MEP1,1,350,NE,Nonessential
YGR121W-A,YGR121W-A,1,350,NE,Nonessential
YGR122W,YGR122W,1,350,NE,Nonessential
YGR123C,PPT1,1,350,NE,Nonessential
YGR124W,ASN2,1,350,NE,Nonessential
YGR125W,YGR125W,1,350,NE,Nonessential
YGR126W,YGR126W,1,350,NE,Nonessential
YGR127W,YGR127W,1,350,NE,Nonessential
YGR128C,UTP8,1,350,E,Essential
YGR129W,SYF2,1,350,NE,Nonessential
YGR130C,YGR130C,1,350,NE,Nonessential
YGR131W,FHN1,1,350,NE,Nonessential
YGR132C,PHB1,1,350,NE,Nonessential
YGR133W,PEX4,1,350,NE,Nonessential
YGR134W,CAF130,1,350,NE,Nonessential
YGR135W,PRE9,1,350,NE,Nonessential
YGR136W,LSB1,1,350,NE,Nonessential
YGR138C,TPO2,1,350,NE,Nonessential
YGR140W,CBF2,1,350,E,Essential
YGR141W,VPS62,1,350,NE,Nonessential
YGR142W,BTN2,1,350,NE,Nonessential
YGR143W,SKN1,1,350,NE,Nonessential
YGR144W,THI4,1,350,NE,Nonessential
YGR145W,ENP2,1,350,E,Essential
YGR146C,ECL1,1,350,NE,Nonessential
YGR146C-A,YGR146C-A,1,350,NE,Nonessential
YGR147C,NAT2,1,350,E,Essential
YGR148C,RPL24B,1,350,NE,Nonessential
YGR149W,YGR149W,1,350,NE,Nonessential
YGR150C,CCM1,1,350,NE,Nonessential
YGR152C,RSR1,1,350,NE,Nonessential
YGR153W,YGR153W,1,350,NE,Nonessential
YGR154C,GTO1,1,350,NE,Nonessential
YGR155W,CYS4,2,"350,458","NE,E",Conditional
YGR156W,PTI1,1,350,E,Essential
YGR157W,CHO2,1,350,NE,Nonessential
YGR158C,MTR3,1,350,E,Essential
YGR159C,NSR1,1,350,NE,Nonessential
YGR161C,RTS3,1,350,NE,Nonessential
YGR161C-C,YGR161C-C,1,350,NE,Nonessential
YGR161C-D,YGR161C-D,1,350,NE,Nonessential
YGR161W-A,YGR161W-A,1,350,NE,Nonessential
YGR161W-B,YGR161W-B,1,350,NE,Nonessential
YGR161W-C,YGR161W-C,1,350,NE,Nonessential
YGR162W,TIF4631,1,350,NE,Nonessential
YGR163W,GTR2,1,350,NE,Nonessential
YGR165W,MRPS35,1,350,NE,Nonessential
YGR166W,KRE11,1,350,NE,Nonessential
YGR167W,CLC1,1,350,NE,Nonessential
YGR168C,YGR168C,1,350,NE,Nonessential
YGR169C,PUS6,1,350,NE,Nonessential
YGR169C-A,YGR169C-A,1,350,NE,Nonessential
YGR170W,PSD2,1,350,NE,Nonessential
YGR171C,MSM1,1,350,NE,Nonessential
YGR172C,YIP1,1,350,E,Essential
YGR173W,RBG2,1,350,NE,Nonessential
YGR174C,CBP4,1,350,NE,Nonessential
YGR174W-A,YGR174W-A,1,350,NE,Nonessential
YGR175C,ERG1,1,350,E,Essential
YGR177C,ATF2,1,350,NE,Nonessential
YGR178C,PBP1,1,350,NE,Nonessential
YGR179C,OKP1,1,350,E,Essential
YGR180C,RNR4,1,350,NE,Nonessential
YGR181W,TIM13,1,350,NE,Nonessential
YGR183C,QCR9,1,350,NE,Nonessential
YGR184C,UBR1,1,350,NE,Nonessential
YGR185C,TYS1,1,350,E,Essential
YGR186W,TFG1,1,350,E,Essential
YGR187C,HGH1,1,350,NE,Nonessential
YGR188C,BUB1,1,350,NE,Nonessential
YGR189C,CRH1,1,350,NE,Nonessential
YGR191W,HIP1,1,350,E,Essential
YGR192C,TDH3,1,350,NE,Nonessential
YGR193C,PDX1,1,350,NE,Nonessential
YGR194C,XKS1,1,350,NE,Nonessential
YGR195W,SKI6,1,350,E,Essential
YGR196C,FYV8,1,350,NE,Nonessential
YGR197C,SNG1,1,350,NE,Nonessential
YGR198W,YPP1,1,350,E,Essential
YGR199W,PMT6,1,350,NE,Nonessential
YGR200C,ELP2,1,350,NE,Nonessential
YGR201C,YGR201C,1,350,NE,Nonessential
YGR202C,PCT1,1,350,NE,Nonessential
YGR203W,YCH1,1,350,NE,Nonessential
YGR204C-A,YGR204C-A,1,350,NE,Nonessential
YGR204W,ADE3,1,350,NE,Nonessential
YGR205W,YGR205W,1,350,NE,Nonessential
YGR206W,MVB12,1,350,NE,Nonessential
YGR207C,YGR207C,1,350,NE,Nonessential
YGR208W,SER2,1,350,NE,Nonessential
YGR209C,TRX2,1,350,NE,Nonessential
YGR210C,YGR210C,1,350,NE,Nonessential
YGR211W,ZPR1,1,350,E,Essential
YGR212W,SLI1,1,350,NE,Nonessential
YGR213C,RTA1,1,350,NE,Nonessential
YGR214W,RPS0A,1,350,NE,Nonessential
YGR215W,RSM27,1,350,NE,Nonessential
YGR216C,GPI1,1,350,E,Essential
YGR217W,CCH1,1,350,NE,Nonessential
YGR218W,CRM1,1,350,E,Essential
YGR220C,MRPL9,1,350,NE,Nonessential
YGR221C,TOS2,1,350,NE,Nonessential
YGR222W,PET54,1,350,NE,Nonessential
YGR223C,HSV2,1,350,NE,Nonessential
YGR224W,AZR1,1,350,NE,Nonessential
YGR225W,AMA1,1,350,NE,Nonessential
YGR227W,DIE2,1,350,NE,Nonessential
YGR229C,SMI1,1,350,NE,Nonessential
YGR230W,BNS1,1,350,NE,Nonessential
YGR231C,PHB2,1,350,NE,Nonessential
YGR232W,NAS6,1,350,NE,Nonessential
YGR233C,PHO81,1,350,NE,Nonessential
YGR234W,YHB1,1,350,NE,Nonessential
YGR235C,YGR235C,1,350,NE,Nonessential
YGR236C,SPG1,1,350,NE,Nonessential
YGR237C,YGR237C,1,350,NE,Nonessential
YGR238C,KEL2,1,350,NE,Nonessential
YGR239C,PEX21,1,350,NE,Nonessential
YGR240C,PFK1,1,350,NE,Nonessential
YGR241C,YAP1802,1,350,NE,Nonessential
YGR243W,FMP43,1,350,NE,Nonessential
YGR244C,LSC2,1,350,NE,Nonessential
YGR245C,SDA1,1,350,E,Essential
YGR246C,BRF1,1,350,E,Essential
YGR247W,CPD1,1,350,NE,Nonessential
YGR248W,SOL4,1,350,NE,Nonessential
YGR249W,MGA1,1,350,NE,Nonessential
YGR250C,YGR250C,1,350,NE,Nonessential
YGR251W,YGR251W,1,350,E,Essential
YGR252W,GCN5,1,350,NE,Nonessential
YGR253C,PUP2,1,350,E,Essential
YGR254W,ENO1,1,350,NE,Nonessential
YGR255C,COQ6,1,350,NE,Nonessential
YGR256W,GND2,1,350,NE,Nonessential
YGR257C,MTM1,1,350,NE,Nonessential
YGR258C,RAD2,1,350,NE,Nonessential
YGR260W,TNA1,1,350,NE,Nonessential
YGR261C,APL6,1,350,NE,Nonessential
YGR262C,BUD32,1,350,NE,Nonessential
YGR263C,SAY1,1,350,NE,Nonessential
YGR264C,MES1,1,350,E,Essential
YGR266W,YGR266W,1,350,NE,Nonessential
YGR267C,FOL2,1,350,E,Essential
YGR268C,HUA1,1,350,NE,Nonessential
YGR270W,YTA7,1,350,NE,Nonessential
YGR271C-A,EFG1,1,350,NE,Nonessential
YGR271W,SLH1,1,350,NE,Nonessential
YGR273C,YGR273C,1,350,NE,Nonessential
YGR274C,TAF1,1,350,E,Essential
YGR275W,RTT102,1,350,NE,Nonessential
YGR276C,RNH70,1,350,NE,Nonessential
YGR277C,CAB4,1,350,E,Essential
YGR278W,CWC22,1,350,E,Essential
YGR279C,SCW4,1,350,NE,Nonessential
YGR280C,PXR1,1,350,E,Essential
YGR281W,YOR1,1,350,NE,Nonessential
YGR282C,BGL2,1,350,NE,Nonessential
YGR283C,YGR283C,1,350,NE,Nonessential
YGR284C,ERV29,1,350,NE,Nonessential
YGR285C,ZUO1,1,350,NE,Nonessential
YGR286C,BIO2,1,350,NE,Nonessential
YGR287C,IMA1,1,350,NE,Nonessential
YGR288W,MAL13,1,350,NE,Nonessential
YGR289C,MAL11,1,350,NE,Nonessential
YGR292W,MAL12,1,350,NE,Nonessential
YGR295C,COS6,1,350,NE,Nonessential
YHL001W,RPL14B,1,350,NE,Nonessential
YHL002W,HSE1,1,350,NE,Nonessential
YHL003C,LAG1,1,350,NE,Nonessential
YHL004W,MRP4,1,350,NE,Nonessential
YHL006C,SHU1,1,350,NE,Nonessential
YHL007C,STE20,1,350,NE,Nonessential
YHL008C,YHL008C,1,350,NE,Nonessential
YHL009C,YAP3,1,350,NE,Nonessential
YHL009W-A,YHL009W-A,1,350,NE,Nonessential
YHL009W-B,YHL009W-B,1,350,NE,Nonessential
YHL010C,ETP1,1,350,NE,Nonessential
YHL011C,PRS3,1,350,NE,Nonessential
YHL012W,YHL012W,1,350,NE,Nonessential
YHL013C,OTU2,1,350,NE,Nonessential
YHL014C,YLF2,1,350,NE,Nonessential
YHL015W,RPS20,1,350,E,Essential
YHL015W-A,YHL015W-A,1,350,NE,Nonessential
YHL016C,DUR3,1,350,NE,Nonessential
YHL017W,YHL017W,1,350,NE,Nonessential
YHL019C,APM2,1,350,NE,Nonessential
YHL020C,OPI1,1,350,NE,Nonessential
YHL021C,AIM17,1,350,NE,Nonessential
YHL022C,SPO11,1,350,NE,Nonessential
YHL023C,NPR3,1,350,NE,Nonessential
YHL024W,RIM4,1,350,NE,Nonessential
YHL025W,SNF6,1,350,NE,Nonessential
YHL026C,YHL026C,1,350,NE,Nonessential
YHL027W,RIM101,1,350,NE,Nonessential
YHL028W,WSC4,1,350,NE,Nonessential
YHL029C,OCA5,1,350,NE,Nonessential
YHL030W,ECM29,1,350,NE,Nonessential
YHL031C,GOS1,1,350,NE,Nonessential
YHL032C,GUT1,1,350,NE,Nonessential
YHL033C,RPL8A,1,350,NE,Nonessential
YHL034C,SBP1,1,350,NE,Nonessential
YHL035C,VMR1,1,350,NE,Nonessential
YHL036W,MUP3,1,350,NE,Nonessential
YHL038C,CBP2,1,350,NE,Nonessential
YHL039W,EFM1,1,350,NE,Nonessential
YHL040C,ARN1,1,350,NE,Nonessential
YHL042W,YHL042W,1,350,NE,Nonessential
YHL043W,ECM34,1,350,NE,Nonessential
YHL044W,YHL044W,1,350,NE,Nonessential
YHL046C,PAU13,1,350,NE,Nonessential
YHL047C,ARN2,1,350,NE,Nonessential
YHR001W,OSH7,1,350,NE,Nonessential
YHR001W-A,QCR10,1,350,NE,Nonessential
YHR003C,YHR003C,1,350,NE,Nonessential
YHR004C,NEM1,1,350,NE,Nonessential
YHR005C,GPA1,1,350,NE,Nonessential
YHR005C-A,TIM10,1,350,E,Essential
YHR006W,STP2,1,350,NE,Nonessential
YHR007C,ERG11,1,350,E,Essential
YHR007C-A,YHR007C-A,1,350,NE,Nonessential
YHR008C,SOD2,1,350,NE,Nonessential
YHR009C,YHR009C,2,"458,350","E,NE",Conditional
YHR010W,RPL27A,1,350,NE,Nonessential
YHR011W,DIA4,1,350,NE,Nonessential
YHR012W,VPS29,1,350,NE,Nonessential
YHR013C,ARD1,1,350,NE,Nonessential
YHR014W,SPO13,1,350,NE,Nonessential
YHR015W,MIP6,1,350,NE,Nonessential
YHR016C,YSC84,1,350,NE,Nonessential
YHR017W,YSC83,1,350,NE,Nonessential
YHR018C,ARG4,1,350,NE,Nonessential
YHR019C,DED81,1,350,E,Essential
YHR020W,YHR020W,1,350,E,Essential
YHR021C,RPS27B,1,350,NE,Nonessential
YHR021W-A,ECM12,1,350,NE,Nonessential
YHR022C,YHR022C,1,350,NE,Nonessential
YHR022C-A,YHR022C-A,1,350,NE,Nonessential
YHR023W,MYO1,1,350,E,Essential
YHR024C,MAS2,1,350,E,Essential
YHR025W,THR1,1,350,NE,Nonessential
YHR026W,VMA16,1,350,NE,Nonessential
YHR028C,DAP2,1,350,NE,Nonessential
YHR029C,YHI9,1,350,NE,Nonessential
YHR030C,SLT2,1,350,NE,Nonessential
YHR031C,RRM3,1,350,NE,Nonessential
YHR032W,ERC1,1,350,NE,Nonessential
YHR033W,YHR033W,1,350,NE,Nonessential
YHR034C,PIH1,1,350,NE,Nonessential
YHR035W,YHR035W,1,350,NE,Nonessential
YHR036W,BRL1,1,350,E,Essential
YHR037W,PUT2,1,350,NE,Nonessential
YHR038W,RRF1,1,350,NE,Nonessential
YHR039C,MSC7,1,350,NE,Nonessential
YHR040W,BCD1,1,350,E,Essential
YHR041C,SRB2,1,350,NE,Nonessential
YHR042W,NCP1,1,350,E,Essential
YHR043C,DOG2,1,350,NE,Nonessential
YHR044C,DOG1,1,350,NE,Nonessential
YHR045W,YHR045W,1,350,NE,Nonessential
YHR046C,INM1,1,350,NE,Nonessential
YHR047C,AAP1,1,350,NE,Nonessential
YHR048W,YHK8,1,350,NE,Nonessential
YHR049W,FSH1,1,350,NE,Nonessential
YHR050W,SMF2,1,350,NE,Nonessential
YHR050W-A,YHR050W-A,1,350,NE,Nonessential
YHR051W,COX6,1,350,NE,Nonessential
YHR057C,CPR2,1,350,NE,Nonessential
YHR058C,MED6,1,350,E,Essential
YHR059W,FYV4,1,350,NE,Nonessential
YHR060W,VMA22,1,350,NE,Nonessential
YHR061C,GIC1,1,350,NE,Nonessential
YHR062C,RPP1,1,350,E,Essential
YHR063C,PAN5,1,350,NE,Nonessential
YHR064C,SSZ1,1,350,NE,Nonessential
YHR065C,RRP3,1,350,E,Essential
YHR066W,SSF1,1,350,NE,Nonessential
YHR067W,HTD2,1,350,NE,Nonessential
YHR068W,DYS1,1,350,E,Essential
YHR069C,RRP4,1,350,E,Essential
YHR070W,TRM5,1,350,E,Essential
YHR071W,PCL5,1,350,NE,Nonessential
YHR072W,ERG7,1,350,E,Essential
YHR072W-A,NOP10,1,350,E,Essential
YHR073W,OSH3,1,350,NE,Nonessential
YHR074W,QNS1,1,350,E,Essential
YHR075C,PPE1,1,350,NE,Nonessential
YHR076W,PTC7,1,350,NE,Nonessential
YHR077C,NMD2,1,350,NE,Nonessential
YHR078W,YHR078W,1,350,NE,Nonessential
YHR079C,IRE1,1,350,NE,Nonessential
YHR080C,YHR080C,1,350,NE,Nonessential
YHR081W,LRP1,1,350,NE,Nonessential
YHR082C,KSP1,1,350,NE,Nonessential
YHR083W,SAM35,1,350,E,Essential
YHR084W,STE12,1,350,NE,Nonessential
YHR085W,IPI1,1,350,E,Essential
YHR086W,NAM8,1,350,NE,Nonessential
YHR086W-A,YHR086W-A,1,350,NE,Nonessential
YHR087W,RTC3,1,350,NE,Nonessential
YHR088W,RPF1,1,350,E,Essential
YHR089C,GAR1,1,350,E,Essential
YHR090C,YNG2,1,350,NE,Nonessential
YHR091C,MSR1,1,350,NE,Nonessential
YHR092C,HXT4,1,350,NE,Nonessential
YHR094C,HXT1,1,350,NE,Nonessential
YHR096C,HXT5,1,350,NE,Nonessential
YHR097C,YHR097C,1,350,NE,Nonessential
YHR098C,SFB3,1,350,NE,Nonessential
YHR100C,GEP4,1,350,NE,Nonessential
YHR101C,BIG1,1,350,E,Essential
YHR102W,KIC1,1,350,E,Essential
YHR103W,SBE22,1,350,NE,Nonessential
YHR104W,GRE3,1,350,NE,Nonessential
YHR105W,YPT35,1,350,NE,Nonessential
YHR106W,TRR2,1,350,NE,Nonessential
YHR107C,CDC12,1,350,E,Essential
YHR108W,GGA2,1,350,NE,Nonessential
YHR109W,CTM1,1,350,NE,Nonessential
YHR110W,ERP5,1,350,NE,Nonessential
YHR111W,UBA4,1,350,NE,Nonessential
YHR112C,YHR112C,1,350,NE,Nonessential
YHR113W,YHR113W,1,350,NE,Nonessential
YHR114W,BZZ1,1,350,NE,Nonessential
YHR115C,DMA1,1,350,NE,Nonessential
YHR116W,COX23,1,350,NE,Nonessential
YHR117W,TOM71,1,350,NE,Nonessential
YHR118C,ORC6,1,350,E,Essential
YHR120W,MSH1,1,350,NE,Nonessential
YHR121W,LSM12,1,350,NE,Nonessential
YHR122W,YHR122W,1,350,E,Essential
YHR123W,EPT1,1,350,NE,Nonessential
YHR124W,NDT80,1,350,NE,Nonessential
YHR126C,ANS1,1,350,NE,Nonessential
YHR127W,YHR127W,1,350,NE,Nonessential
YHR128W,FUR1,1,350,E,Essential
YHR129C,ARP1,1,350,NE,Nonessential
YHR131C,YHR131C,1,350,NE,Nonessential
YHR132C,ECM14,1,350,NE,Nonessential
YHR132W-A,IGO2,1,350,NE,Nonessential
YHR133C,NSG1,1,350,NE,Nonessential
YHR134W,WSS1,1,350,NE,Nonessential
YHR135C,YCK1,1,350,NE,Nonessential
YHR136C,SPL2,1,350,NE,Nonessential
YHR137W,ARO9,1,350,NE,Nonessential
YHR138C,YHR138C,1,350,NE,Nonessential
YHR139C,SPS100,1,350,NE,Nonessential
YHR140W,YHR140W,1,350,NE,Nonessential
YHR141C,RPL42B,1,350,NE,Nonessential
YHR142W,CHS7,1,350,NE,Nonessential
YHR143W,DSE2,1,350,NE,Nonessential
YHR143W-A,RPC10,1,350,E,Essential
YHR146W,CRP1,1,350,NE,Nonessential
YHR147C,MRPL6,1,350,NE,Nonessential
YHR148W,IMP3,1,350,E,Essential
YHR149C,SKG6,1,350,NE,Nonessential
YHR150W,PEX28,1,350,NE,Nonessential
YHR151C,MTC6,1,350,NE,Nonessential
YHR152W,SPO12,1,350,NE,Nonessential
YHR153C,SPO16,1,350,NE,Nonessential
YHR154W,RTT107,1,350,NE,Nonessential
YHR155W,YSP1,1,350,NE,Nonessential
YHR156C,LIN1,1,350,NE,Nonessential
YHR157W,REC104,1,350,NE,Nonessential
YHR158C,KEL1,1,350,NE,Nonessential
YHR159W,YHR159W,1,350,NE,Nonessential
YHR160C,PEX18,1,350,NE,Nonessential
YHR161C,YAP1801,1,350,NE,Nonessential
YHR162W,YHR162W,1,350,NE,Nonessential
YHR163W,SOL3,1,350,NE,Nonessential
YHR164C,DNA2,1,350,E,Essential
YHR165C,PRP8,1,350,E,Essential
YHR166C,CDC23,1,350,E,Essential
YHR167W,THP2,1,350,NE,Nonessential
YHR168W,MTG2,1,350,NE,Nonessential
YHR169W,DBP8,1,350,E,Essential
YHR170W,NMD3,1,350,E,Essential
YHR171W,ATG7,1,350,NE,Nonessential
YHR172W,SPC97,1,350,E,Essential
YHR175W-A,YHR175W-A,1,350,NE,Nonessential
YHR176W,FMO1,1,350,NE,Nonessential
YHR177W,YHR177W,1,350,NE,Nonessential
YHR178W,STB5,1,350,NE,Nonessential
YHR179W,OYE2,1,350,NE,Nonessential
YHR181W,SVP26,1,350,NE,Nonessential
YHR182W,YHR182W,1,350,NE,Nonessential
YHR183W,GND1,1,350,NE,Nonessential
YHR184W,SSP1,1,350,NE,Nonessential
YHR185C,PFS1,1,350,NE,Nonessential
YHR186C,KOG1,1,350,E,Essential
YHR187W,IKI1,1,350,NE,Nonessential
YHR188C,GPI16,1,350,E,Essential
YHR189W,PTH1,1,350,NE,Nonessential
YHR190W,ERG9,1,350,E,Essential
YHR191C,CTF8,1,350,NE,Nonessential
YHR192W,YHR192W,1,350,NE,Nonessential
YHR193C,EGD2,1,350,NE,Nonessential
YHR194W,MDM31,1,350,NE,Nonessential
